PPG,ECTS,Naziv,Sifra,TipSP,VrstaSP,Izvodjac,Nositelj,Trajanje,IzvodjacMjesto,JezikIzvođenja,NacinIzvođenja,Akademski_stupanj,Vrsta_ustanove_nositelja
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,120,Kultura i turizam,1930,sveučilišni,diplomski sveučilišni studij,Sveučilište Jurja Dobrile u Puli ,Sveučilište Jurja Dobrile u Puli ,2,PULA,hrvatski jezik,klasično,magistar/ magistra kulture i turizma   ,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,120,Menadžment održivog razvoja turizma ,1931,stručni,specijalistički diplomski stručni studij,"Veleučilište VERN, Zagreb","Veleučilište VERN, Zagreb",2,ZAGREB,hrvatski jezik,klasično,stručni/a specijalist/specijalistica turističkog menadžmenta,Privatno 
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,120,Financijski menadžment,1932,stručni,specijalistički diplomski stručni studij,Veleučilište s pravom javnosti Baltazar Zaprešić ,Veleučilište s pravom javnosti Baltazar Zaprešić ,2,ZAPREŠIĆ,hrvatski jezik,klasično,stručni/a specijalist/ specijalistica financijskog menadžmenta,Privatno 
5.02.  DRUŠTVENE ZNANOSTI / Pravo,120,Javna uprava,1933,stručni,specijalistički diplomski stručni studij,"Pravni fakultet, Rijeka ",Sveučilište u Rijeci,2,RIJEKA,hrvatski jezik,klasično,stručni/a specijalist/ specijalistica javne uprave,Javno
8.05.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Obrazovne znanosti,120,Rani i predškolski odgoj i obrazovanje,1934,sveučilišni,diplomski sveučilišni studij,"Učiteljski fakultet, Rijeka",Sveučilište u Rijeci,2,RIJEKA,hrvatski jezik,klasično,magistar/ magistra ranog i predškolskog odgoja i obrazovanja,Javno
3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti,120,Sestrinstvo,1936,sveučilišni,diplomski sveučilišni studij,"Medicinski fakultet, Zagreb",Sveučilište u Zagrebu,2,ZAGREB,hrvatski jezik,klasično,magistar/ magistra sestrinstva,Javno
8.05.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Obrazovne znanosti,120,Rani i predškolski odgoj i obrazovanje,1937,sveučilišni,diplomski sveučilišni studij,"Učiteljski fakultet, Zagreb ",Sveučilište u Zagrebu,2,ZAGREB,hrvatski jezik,klasično,magistar/magistra ranog i predškolskog odgoja i obrazovanja ,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,120,Ekonomika poduzetništva,1938,sveučilišni,diplomski sveučilišni studij,"Fakultet organizacije i informatike, Varaždin",Sveučilište u Zagrebu,2,VARAŽDIN,hrvatski jezik,klasično,magistar/ magistra ekonomije,Javno
2.09.  TEHNIČKE ZNANOSTI / Računarstvo,120,Računarstvo,1939,sveučilišni,diplomski sveučilišni studij,"Tehnički fakultet, Rijeka ",Sveučilište u Rijeci,2,RIJEKA,hrvatski jezik,klasično,magistar/magistra inženjer/ inženjerka računarstva,Javno
"8.05  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Obrazovne znanosti (prirodne, tehničke,biomedicina i zdravstvo,biotehničke,društvene,humanističke znanosti)",180,Rani i predškolski odgoj i obrazovanje,1940,sveučilišni,preddiplomski sveučilišni studij,"Učiteljski fakultet, Zagreb ",Sveučilište u Zagrebu,3,ZAGREB,hrvatski jezik,klasično,sveučilišni/a prvostupnik/ prvostupnica odgojitelj/odgojiteljica djece,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,60,"Europske integracije, regionalni i lokalni ekonomski razvoj",1941,sveučilišni,poslijediplomski specijalistički studiji,Sveučilište Jurja Dobrile u Puli ,Sveučilište Jurja Dobrile u Puli ,1,PULA,hrvatski jezik,klasično,"sveučilišni/ a specijalist/ specijalistica europskih integracija, regionalnog i lokalnog ekonomskog razvoja",Javno
1.01.  PRIRODNE ZNANOSTI / Matematika,120,Diskretna matematika i primjene,1942,sveučilišni,diplomski sveučilišni studij,Sveučilište u Rijeci - Odjel za matematiku,Sveučilište u Rijeci,2,RIJEKA,hrvatski jezik; engleski jezik,klasično,magistar/magistra matematike,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,180,Poslovna ekonomija,1947,stručni,preddiplomski stručni studij,"Ekonomski fakultet, Zagreb ",Sveučilište u Zagrebu,3,ZAGREB,hrvatski jezik,klasično,stručni/a prvostupnik/ prvostupnica ekonomije ,Javno
2.03.  TEHNIČKE ZNANOSTI / Elektrotehnika,60,Željeznički elektrotehnički sustavi,1948,sveučilišni,poslijediplomski specijalistički studiji,"Fakultet elektrotehnike i računarstva, Zagreb",Sveučilište u Zagrebu,1,ZAGREB,hrvatski jezik,klasično,sveučilišni/a specijalist/specijalistica željezničkih elektrotehničkih sustava,Javno
6.04.  HUMANISTIČKE ZNANOSTI / Povijest,300,Povijest i geografija; smjer: nastavnički,1949,sveučilišni,integrirani preddiplomski i diplomski sveučilišni ,"Filozofski fakultet, Zagreb",Sveučilište u Zagrebu,5,ZAGREB,hrvatski jezik,klasično,magistar/magistra edukacije povijesti i geografije,Javno
2.16.  TEHNIČKE ZNANOSTI / Interdisciplinarne tehničke znanosti,180,Inženjerstvo okoliša,1952,sveučilišni,preddiplomski sveučilišni studij,"Geotehnički fakultet, Varaždin",Sveučilište u Zagrebu,3,VARAŽDIN,hrvatski jezik,klasično,sveučilišni/ a prvpstupnik/prvostupnica (baccalaureus/ baccalaurea) inženjer/ inženjerka inženjerstva okoliša,Javno
2.08.  TEHNIČKE ZNANOSTI / Metalurgija,180,"Metalurgija; smjerovi: Metalurško inženjerstvo, Industrijska ekologija",1953,sveučilišni,preddiplomski sveučilišni studij,"Metalurški fakultet, Sisak",Sveučilište u Zagrebu,3,SISAK,hrvatski jezik,klasično,sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/ inženjerka metalurgije,Javno
5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti,180,Informatika,1954,sveučilišni,poslijediplomski sveučilišni studiji,Sveučilište u Rijeci - Odjel za informatiku,Sveučilište u Rijeci,3,RIJEKA,hrvatski jezik,klasično,"doktor/ doktorica znanosti, područje društvenih znanosti, polje informacijske i komunikacijske znanosti",Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,180,Menadžment održivog razvoja,1955,sveučilišni,poslijediplomski sveučilišni studiji,"Fakultet za menadžment u turizmu i ugostiteljstvu, Opatija ",Sveučilište u Rijeci,3,OPATIJA,hrvatski jezik,klasično,"doktor/ doktorica znanosti, područje društvenih znanosti, polje ekonomija",Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,180,Financijski menadžment,1956,stručni,preddiplomski stručni studij,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,3,DUBROVNIK,hrvatski jezik,klasično,stručni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) ekonomije,Javno
5.02.  DRUŠTVENE ZNANOSTI / Pravo,60,Financijsko pravo trgovačkih društava,1957,sveučilišni,poslijediplomski specijalistički studiji,"Pravni fakultet, Rijeka ",Sveučilište u Rijeci,1,RIJEKA,hrvatski jezik,klasično,sveučilišni/ a specijalist/ specijalistica financijskog prava trgovačkih društava,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,90,Ljudska prava,1958,sveučilišni,poslijediplomski specijalistički studiji,"Pravni fakultet, Osijek",Sveučilište  Josipa Jurja Strossmayera u Osijeku ,1.5,OSIJEK,hrvatski jezik,klasično,sveučilišni/a specijalist/ specijalistica ljudskih prava,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,180,Poslovna ekonomija u turizmu i ugostiteljstvu,1959,sveučilišni,poslijediplomski sveučilišni studiji,"Fakultet za menadžment u turizmu i ugostiteljstvu, Opatija ",Sveučilište u Rijeci,3,OPATIJA,hrvatski jezik,klasično,"doktor/ doktorica znanosti, područje društvenih znanosti, polje ekonomija",Javno
3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti,120,Fizioterapija,1961,sveučilišni,diplomski sveučilišni studij,"Fakultet zdravstvenih studija, Rijeka",Sveučilište u Rijeci,2,RIJEKA,hrvatski jezik,klasično,magistar/ magistra fizioterapije,Javno
2.03.  TEHNIČKE ZNANOSTI / Elektrotehnika,180,Poslijediplomski sveučilišni studij iz područja Tehničkih znanosti; znanstvenog polja: Elektrotehnika,1963,sveučilišni,poslijediplomski sveučilišni studiji,"Tehnički fakultet, Rijeka ",Sveučilište u Rijeci,3,RIJEKA,hrvatski jezik,klasično," doktor/doktorica znanosti, područje tehničkih znanosti, polje računarstvo",Javno
4.06.  BIOTEHNIČKE ZNANOSTI / Nutricionizam,60,Nutricionizam,1964,sveučilišni,poslijediplomski specijalistički studiji,"Prehrambeno-tehnološki fakultet, Osijek ",Sveučilište  Josipa Jurja Strossmayera u Osijeku ,1,OSIJEK,hrvatski jezik,klasično,sveučilišni/a specijalist/ specijalistica nutricionizma,Javno
4.05.  BIOTEHNIČKE ZNANOSTI / Prehrambena tehnologija,60,Tehnologije tradicionalnih mesnih proizvoda,1965,sveučilišni,poslijediplomski specijalistički studiji,"Prehrambeno-tehnološki fakultet, Osijek ",Sveučilište  Josipa Jurja Strossmayera u Osijeku ,1,OSIJEK,hrvatski jezik,klasično,sveučilišni/a specijalist/ specijalistica za tehnologije tradicionalnih mesnih proizvoda,Javno
3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti,60,Ultrazvuk u kliničkoj medicini; smjer: Kardiologija,1966,sveučilišni,poslijediplomski specijalistički studiji,"Medicinski fakultet, Osijek",Sveučilište  Josipa Jurja Strossmayera u Osijeku ,1,OSIJEK,hrvatski jezik,klasično,sveučilišni/a magistar/ magistra ultrazvuka u kardiologiji,Javno
3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti,60,Ortopedija i traumatologija,1967,sveučilišni,poslijediplomski specijalistički studiji,"Medicinski fakultet, Rijeka ",Sveučilište u Rijeci,1,RIJEKA,hrvatski jezik,klasično,sveučilišni/a magistar/ magistra ortopedije i traumatologije,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,180,Inženjerstvo na engleskom jeziku (Undergraduate Study Programme in Engineering),1968,sveučilišni,preddiplomski sveučilišni studij,"Fakultet elektrotehnike i računarstva, Zagreb",Sveučilište u Zagrebu,3,ZAGREB,engleski jezik,zajednički studij,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjerstva,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,180,Inženjerstvo na engleskom jeziku (Undergraduate Study Programme in Engineering),1968,sveučilišni,preddiplomski sveučilišni studij,"Fakultet kemijskog inženjerstva i tehnologije, Zagreb",Sveučilište u Zagrebu,3,ZAGREB,engleski jezik,zajednički studij,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjerstva,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,180,Inženjerstvo na engleskom jeziku (Undergraduate Study Programme in Engineering),1968,sveučilišni,preddiplomski sveučilišni studij,"Fakultet strojarstva i brodogradnje, Zagreb",Sveučilište u Zagrebu,3,ZAGREB,engleski jezik,zajednički studij,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjerstva,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,180,Inženjerstvo na engleskom jeziku (Undergraduate Study Programme in Engineering),1968,sveučilišni,preddiplomski sveučilišni studij,"Građevinski fakultet, Zagreb ",Sveučilište u Zagrebu,3,ZAGREB,engleski jezik,zajednički studij,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjerstva,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,180,Inženjerstvo na engleskom jeziku (Undergraduate Study Programme in Engineering),1968,sveučilišni,preddiplomski sveučilišni studij,"Rudarsko-geološko-naftni fakultet, Zagreb ",Sveučilište u Zagrebu,3,ZAGREB,engleski jezik,zajednički studij,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjerstva,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,180,Inženjerstvo na engleskom jeziku (Undergraduate Study Programme in Engineering),1968,sveučilišni,preddiplomski sveučilišni studij,Sveučilište u Zagrebu,Sveučilište u Zagrebu,3,ZAGREB,engleski jezik,zajednički studij,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjerstva,Javno
6.03.  HUMANISTIČKE ZNANOSTI / Filologija,90,Judaistika (dvopredmetni studij),1969,sveučilišni,preddiplomski sveučilišni studij,"Filozofski fakultet, Zagreb",Sveučilište u Zagrebu,3,ZAGREB,hrvatski jezik,klasično; on-line studij,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) judaistike,Javno
6.03.  HUMANISTIČKE ZNANOSTI / Filologija,60,Kroatistika; smjer: nastavnički (dvopredmetni),1971,sveučilišni,diplomski sveučilišni studij,"Filozofski fakultet, Zagreb",Sveučilište u Zagrebu,2,ZAGREB,hrvatski jezik,klasično,magistar/magistra edukacije hrvatskog jezika i književnosti,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,180,Poslovna ekonomija; smjer: Međunarodno poslovanje na engleskom jeziku,1973,sveučilišni,preddiplomski sveučilišni studij,"Ekonomski fakultet, Rijeka ",Sveučilište u Rijeci,3,RIJEKA,engleski jezik,klasično,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) ekonomije,Javno
"7.02.  UMJETNIČKO PODRUČJE / Filmska umjetnost (filmske, elektroničke i medijske umjetnosti pokretnih slika)",120,"Film, Medijska umjetnost i Animacija",1976,sveučilišni,diplomski sveučilišni studij,"Umjetnička akademija, Split ",Sveučilište u Splitu,2,SPLIT,hrvatski jezik,klasično,"magistar/ magistra filma, medijske umjetnosti i animacije ",Javno
3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti,180,Fizioterapija,1978,stručni,preddiplomski stručni studij,"Zdravstveno veleučilište, Zagreb","Zdravstveno veleučilište, Zagreb",3,ZAGREB,hrvatski jezik,klasično,stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) fizioterapije,Javno
3.04.  BIOMEDICINA I ZDRAVSTVO / Veterinarska medicina,120,Veterinarska patologija ,1979,sveučilišni,poslijediplomski specijalistički studiji,"Veterinarski fakultet, Zagreb ",Sveučilište u Zagrebu,2,ZAGREB,hrvatski jezik,klasično,sveučilišni/a magistar/ magistra veterinarske patologije,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,240,Međunarodno poslovanje,1985,stručni,preddiplomski stručni studij,"RIT Croatia, Dubrovnik ","RIT Croatia, Dubrovnik ",4,DUBROVNIK,engleski jezik,klasično,stručni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) međunarodnog poslovanja,Privatno 
3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti,120,Sestrinstvo - Promicanje i zaštita mentalnog zdravlja,1986,sveučilišni,diplomski sveučilišni studij,"Fakultet zdravstvenih studija, Rijeka",Sveučilište u Rijeci,2,RIJEKA,hrvatski jezik,klasično,magistar/ magistra sestrinstva,Javno
2.09.  TEHNIČKE ZNANOSTI / Računarstvo,120,Primijenjeno računarstvo,1987,stručni,specijalistički diplomski stručni studij,"Visoko učilište Algebra, Zagreb ","Visoko učilište Algebra, Zagreb ",2,ZAGREB,hrvatski jezik; engleski jezik,klasično,stručni/a specijalist/ specijalistica inženjer/ inženjerka računarstva,Privatno 
5.03.  DRUŠTVENE ZNANOSTI / Politologija,180,Politologija,1988,sveučilišni,poslijediplomski sveučilišni studiji,"Fakultet političkih znanosti, Zagreb",Sveučilište u Zagrebu,3,ZAGREB,hrvatski jezik,klasično,"doktor/ doktorica znanosti, područje društvenih znanosti, polje politologija",Javno
5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti,180,Komunikologija,1989,sveučilišni,poslijediplomski sveučilišni studiji,Sveučilište  Josipa Jurja Strossmayera u Osijeku ,Sveučilište  Josipa Jurja Strossmayera u Osijeku ,3,OSIJEK,hrvatski jezik,klasično,"doktor/ doktorica znanosti, područje društvenih znanosti, polje informacijske i komunikacijske znanosti",Javno
5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti,180,Komunikologija,1989,sveučilišni,poslijediplomski sveučilišni studiji,Sveučilište u Dubrovniku,Sveučilište  Josipa Jurja Strossmayera u Osijeku ,3,DUBROVNIK,hrvatski jezik,klasično,"doktor/ doktorica znanosti, područje društvenih znanosti, polje informacijske i komunikacijske znanosti",Javno
7.06.  UMJETNIČKO PODRUČJE / Plesna umjetnost i umjetnost pokreta,180,Baletna pedagogija,1991,sveučilišni,preddiplomski sveučilišni studij,"Akademija dramske umjetnosti, Zagreb",Sveučilište u Zagrebu,3,ZAGREB,hrvatski jezik,klasično,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) baletne pedagogije,Javno
7.06.  UMJETNIČKO PODRUČJE / Plesna umjetnost i umjetnost pokreta,180,"Suvremeni ples; smjerovi: izvedbeni, nastavnički",1992,sveučilišni,preddiplomski sveučilišni studij,"Akademija dramske umjetnosti, Zagreb",Sveučilište u Zagrebu,3,ZAGREB,hrvatski jezik,klasično,sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) suvremenog plesa; sveučilišni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) edukacije suvremenog plesa,Javno
5.06.  DRUŠTVENE ZNANOSTI / Psihologija,180,Poslijediplomski sveučilišni (doktorski) studij iz psihologije ,1993,sveučilišni,poslijediplomski sveučilišni studiji,"Filozofski fakultet, Rijeka ",Sveučilište u Rijeci,3,RIJEKA,hrvatski jezik,klasično,"doktor/doktorica znanosti, područje društvenih znanosti, polje psihologija",Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,180,Poslovno upravljanje,1994,stručni,preddiplomski stručni studij,"Visoka poslovna škola PAR, Rijeka ","Visoka poslovna škola PAR, Rijeka ",3,RIJEKA,hrvatski jezik,klasično,stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) ekonomije,Privatno 
2.15.  TEHNIČKE ZNANOSTI / Temeljne tehničke znanosti,180,Protetika i ortotika,1995,stručni,preddiplomski stručni studij,Tehničko veleučilište u Zagrebu,Tehničko veleučilište u Zagrebu,3,ZAGREB,hrvatski jezik,klasično,stručni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) inženjer/ inženjerka protetike i ortotike,Javno
2.09.  TEHNIČKE ZNANOSTI / Računarstvo,240,Informacijske tehnologije,1996,stručni,preddiplomski stručni studij,"RIT Croatia, Dubrovnik ","RIT Croatia, Dubrovnik ",4,DUBROVNIK,engleski jezik,klasično,stručni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) inženjer/inženjerka informacijskih tehnologija,Privatno 
3.02.  BIOMEDICINA I ZDRAVSTVO / Kliničke medicinske znanosti,60,Ginekologija i opstetricija,1998,sveučilišni,poslijediplomski specijalistički studiji,"Medicinski fakultet, Rijeka ",Sveučilište u Rijeci,1,RIJEKA,hrvatski jezik,klasično,sveučilišni/a magistar/ magistra ginekologije i opstetricije,Javno
5.14.  DRUŠTVENE ZNANOSTI / Interdisciplinarne društvene znanosti,120,Upravljanje krizama,1999,sveučilišni,poslijediplomski specijalistički studiji,Sveučilište u Zagrebu,Sveučilište u Zagrebu,2,ZAGREB,hrvatski jezik,klasično,sveučilišni/a specijalist/specijalistica upravljanja krizama,Javno
8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI,90,Prava djece ,2000,sveučilišni,poslijediplomski specijalistički studiji,Sveučilište u Zagrebu,Sveučilište u Zagrebu,1.5,ZAGREB,hrvatski jezik,klasično,sveučilišni/a specijalist/ specijalistica prava djece,Javno
5.01.  DRUŠTVENE ZNANOSTI / Ekonomija,180,Poslovna ekonomija ,2003,stručni,preddiplomski stručni studij,"Visoka poslovna škola""Libertas"", Zagreb","Visoka poslovna škola""Libertas"", Zagreb",3,ZAGREB,hrvatski jezik,klasično,stručni/a prvostupnik/ prvostupnica (baccalaureus/ baccalaurea) ekonomije,Privatno 
5.05.  DRUŠTVENE ZNANOSTI / Sociologija,120,Kulturna sociologija ,2004,sveučilišni,diplomski sveučilišni studij,Sveučilište u Zadru,Sveučilište u Zadru,2,ZADAR,hrvatski jezik,združeni studij,magistar/ magistra sociologije,Javno
